#Wave		#Intensity
3204.375000	317.290924
3203.544922	-60.887058
3202.713867	-199.458603
3201.882813	-240.094543
3201.051758	269.595978
3200.220703	450.745941
3199.389648	402.093719
3198.558594	236.811218
3197.726563	97.023682
3196.895508	625.952393
3196.063477	351.514954
3195.231445	79.394501
3194.399414	296.196320
3193.567383	659.970947
3192.734375	400.490936
3191.902344	415.443817
3191.069336	253.233490
3190.237305	559.253601
3189.404297	835.658813
3188.571289	437.259369
3187.738281	478.070160
3186.905273	677.344543
3186.071289	476.938599
3185.238281	750.148926
3184.404297	473.472839
3183.570313	1144.353516
3182.736328	823.219727
3181.902344	767.457153
3181.068359	578.268066
3180.233398	1119.417603
3179.399414	804.965332
3178.564453	620.055237
3177.729492	1046.744141
3176.895508	1126.345093
3176.060547	1078.451416
3175.224609	1044.517090
3174.389648	652.300171
3173.554688	1257.843628
3172.718750	977.246582
3171.882813	872.167542
3171.046875	1429.827515
3170.210938	908.623535
3169.375000	989.557800
3168.539063	1107.468384
3167.702148	1034.732300
3166.866211	1166.101685
3166.029297	1167.385986
3165.192383	1029.982422
3164.355469	1540.119263
3163.518555	1013.154053
3162.681641	1245.924683
3161.843750	1273.866699
3161.006836	944.528198
3160.168945	1319.855957
3159.331055	863.249939
3158.493164	1240.555908
3157.655273	1065.173706
3156.817383	1067.741821
3155.979492	1271.187622
3155.140625	1448.341064
3154.302734	1277.288574
3153.463867	1637.566895
3152.625000	1158.407593
3151.786133	1425.956787
3150.947266	1592.543701
3150.107422	1382.546631
3149.268555	1229.697021
3148.428711	1444.042480
3147.588867	1307.808960
3146.749023	999.102844
3145.909180	902.519287
3145.069336	1215.918579
3144.229492	1425.645508
3143.388672	886.442139
3142.548828	1324.963745
3141.708008	1195.364746
3140.867188	1157.252808
3140.026367	1199.120728
3139.185547	1140.399292
3138.344727	1118.667236
3137.502930	1729.808472
3136.662109	1240.560913
3135.820313	1332.589722
3134.978516	1513.098389
3134.136719	1355.466309
3133.294922	1223.397095
3132.453125	890.782043
3131.611328	1356.418335
3130.768555	891.808594
3129.925781	1422.630127
3129.083984	1492.550049
3128.241211	1241.942871
3127.397461	1219.940918
3126.554688	1354.960327
