#Wave		#Intensity
3204.375000	105.192429
3203.544922	-249.352798
3202.713867	-97.832863
3201.882813	24.649691
3201.051758	-192.209488
3200.220703	199.954178
3199.389648	49.851009
3198.558594	131.712799
3197.726563	-6.707674
3196.895508	205.568542
3196.063477	38.234177
3195.231445	53.470798
3194.399414	-102.173340
3193.567383	-26.079679
3192.734375	38.418785
3191.902344	62.378002
3191.069336	106.600327
3190.237305	-115.438408
3189.404297	357.073975
3188.571289	-64.544258
3187.738281	46.237602
3186.905273	9.487418
3186.071289	65.293236
3185.238281	242.521454
3184.404297	156.632858
3183.570313	47.654644
3182.736328	77.433037
3181.902344	179.441223
3181.068359	188.974640
3180.233398	-6.575824
3179.399414	17.432556
3178.564453	3.896254
3177.729492	204.013382
3176.895508	2.825789
3176.060547	55.688011
3175.224609	143.162155
3174.389648	170.019867
3173.554688	-5.064712
3172.718750	91.031830
3171.882813	34.254688
3171.046875	-57.106438
3170.210938	50.483250
3169.375000	204.156219
3168.539063	202.151413
3167.702148	142.514114
3166.866211	-49.634365
3166.029297	216.291061
3165.192383	24.187820
3164.355469	-18.114317
3163.518555	359.956635
3162.681641	90.187462
3161.843750	209.066879
3161.006836	172.503403
3160.168945	-33.816349
3159.331055	50.490482
3158.493164	209.551559
3157.655273	121.225044
3156.817383	-53.342831
3155.979492	134.391647
3155.140625	80.597824
3154.302734	196.385513
3153.463867	122.470634
3152.625000	278.426544
3151.786133	307.925873
3150.947266	-70.448570
3150.107422	-138.557709
3149.268555	-25.758392
3148.428711	181.733566
3147.588867	41.835369
3146.749023	-109.505898
3145.909180	-8.294307
3145.069336	24.020760
3144.229492	24.763363
3143.388672	214.788361
3142.548828	-99.954262
3141.708008	150.222900
3140.867188	222.576019
3140.026367	77.063957
3139.185547	120.728577
3138.344727	-4.682201
3137.502930	96.259697
3136.662109	31.025900
3135.820313	51.720711
3134.978516	52.354317
3134.136719	158.907089
3133.294922	93.666039
3132.453125	74.227760
3131.611328	200.726944
3130.768555	124.032997
3129.925781	-172.917023
3129.083984	47.916504
3128.241211	79.923851
3127.397461	123.347122
3126.554688	129.581100
3125.711914	92.926857
3124.868164	122.004738
